Mon Nov 11 17:34:01 2024    output.prof

         19163925 function calls (17691946 primitive calls) in 45.691 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/integrals/transforms.py:331(MellinTransform)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/mpmath/matrices/calculus.py:5(MatrixCalculusMethods)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/decorators.py:367(_DimRange)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/source.py:340(ConvertIntSource)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/numpy/linalg/_linalg.py:142(_realType)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/onnx/_internal/diagnostics/_rules.py:128(_FxGraphToOnnx)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/onnx/_internal/io_adapter.py:46(InputAdapter)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/functions/special/mathieu_functions.py:210(mathieucprime)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/pandas/core/missing.py:1073(clean_reindex_fill_method)
        1    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/guards.py:435(NNModuleAttrAccessorInfo)
        2    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/functions/special/bessel.py:742(hankel1)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/packaging/_manylinux.py:80(_GLibCVersion)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/utils.py:416(DuplicateWarningChecker)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/core/relational.py:884(_Less)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/distributed/fsdp/api.py:387(ShardedOptimStateDictConfig)
        4    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/polys/domains/mpelements.py:34(_set_mpc)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/email/message.py:181(is_multipart)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/printing/tree.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/sets/fancysets.py:139(Naturals0)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/functions/special/hyper.py:1129(appellf1)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/email/_header_value_parser.py:366(Group)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/triton/language/core.py:423(const_pointer_type)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/polys/rootoftools.py:82(__init__)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/polys/polyoptions.py:48(BooleanOption)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/numpy/linalg/_linalg.py:128(isComplexType)
        3    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/logic/boolalg.py:1125(Xnor)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/stable_baselines3/common/vec_env/base_vec_env.py:80(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/setuptools/discovery.py:176(PEP420PackageFinder)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_functorch/_aot_autograd/schemas.py:621(TensorAlias)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/distributed/fsdp/api.py:382(LocalOptimStateDictConfig)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/mpmath/calculus/quadrature.py:459(QuadratureMethods)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/triton/runtime/jit.py:336(KernelInterface)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/tensor/array/ndim_array.py:590(ImmutableNDimArray)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/core/kind.py:48(Kind)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/email/_header_value_parser.py:184(WhiteSpaceTokenList)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/numpy/lib/_shape_base_impl.py:1269(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/variables/user_defined.py:1287(WeakRefVariable)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/variables/misc.py:351(InlinedClosureVariable)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/functions/special/bessel.py:1289(AiryBase)
        4    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/pandas/core/indexes/base.py:1671(name)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/contextlib.py:335(__init__)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/onnx/_internal/diagnostics/_rules.py:276(_FxNodeInsertTypePromotion)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/distributed/fsdp/api.py:333(ShardedStateDictConfig)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/source.py:477(ConstDictKeySource)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/variables/misc.py:275(ComptimeVariable)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/functions/special/bessel.py:843(SphericalBesselBase)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/simplify/hyperexpand.py:885(MeijerFormula)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/assumptions/relation/equality.py:209(StrictLessThanPredicate)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/variables/base.py:29(MutableLocalBase)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/distributed/nn/functional.py:441(_AllReduce)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/http/client.py:1223(_validate_path)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/distributed/_composable/fsdp/_fsdp_param_group.py:91(ReduceScatterState)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/PIL/PpmImagePlugin.py:57(PpmImageFile)
        2    0.000    0.000    0.000    0.000 {method 'isdisjoint' of 'set' objects}
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/optree/accessor.py:194(GetItemEntry)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/variables/iter.py:245(CountIteratorVariable)
        1    0.000    0.000    0.000    0.000 /home/rikka/Applications/pycharm-2024.2.4/plugins/python-ce/helpers/pycharm_matplotlib_backend/backend_interagg.py:34(Show)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/distributed/nn/functional.py:347(_AllGatherBase)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/setuptools/_vendor/more_itertools/more.py:2688(SequenceView)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/pandas/io/parsers/readers.py:559(_validate_names)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/source.py:648(NumpyTensorSource)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/setuptools/config/pyprojecttoml.py:411(_EnsurePackagesDiscovered)
        3    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/setuptools/config/_apply_pyprojecttoml.py:346(_some_attrgetter)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/plotting/series.py:1755(Parametric3DLineSeries)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/setuptools/_vendor/backports/tarfile/__init__.py:307(_LowLevelFile)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/patches.py:3981(get_boxstyle)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/stable_baselines3/common/callbacks.py:116(on_training_end)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/distributed/_composable/replicate.py:152(DDP)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/pandas/core/internals/managers.py:196(blklocs)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/distributed/nn/functional.py:318(_AllGather)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/solvers/ode/single.py:1046(SecondNonlinearAutonomousConserved)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/printing/lambdarepr.py:228(IntervalPrinter)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/core/symbol.py:407(assumptions0)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/exc.py:149(UserError)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_inductor/cudagraph_utils.py:322(CudagraphCachedInfo)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/onnx/_internal/diagnostics/_rules.py:236(_OpLevelDebugging)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/triton/backends/nvidia/driver.py:72(CudaUtils)
        4    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/utils/_pytree.py:996(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/figure.py:91(bubble)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/artist.py:633(set_snap)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_inductor/codecache.py:3230(CacheEntry)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/polys/domains/mpelements.py:28(ComplexElement)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/utils.py:2480(numpy_operator_wrapper)
        3    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/triton/compiler/code_generator.py:1243(static_executor)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_numpy/_funcs.py:62(__init__)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/variables/lists.py:773(SliceVariable)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/callback.py:3(__init__)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/guards.py:494(GuardCodeList)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/source.py:662(SubclassAttrListSource)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/tensor/array/arrayop.py:458(Flatten)
        4    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/axis.py:842(_set_autoscale_on)
        4    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/mpmath/functions/bessel.py:385(c_memo)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/source.py:567(NNModuleSource)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/email/_header_value_parser.py:310(Address)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/functions/special/polynomials.py:687(chebyshevt_root)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/PIL/PngImagePlugin.py:1127(__init__)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/source.py:175(WeakRefCallSource)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/email/_header_value_parser.py:558(DisplayName)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/solvers/ode/single.py:732(Bernoulli)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/tensorboard/summary/writer/record_writer.py:23(__init__)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/gridspec.py:100(set_width_ratios)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/integrals/transforms.py:986(FourierTransform)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_inductor/cudagraph_utils.py:23(FunctionID)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/functions/special/bessel.py:788(hankel2)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/assumptions/assume.py:14(AssumptionsContext)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/mpmath/calculus/inverselaplace.py:667(LaplaceTransformInversionMethods)
        3    0.000    0.000    0.000    0.000 {method 'co_lines' of 'code' objects}
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/optree/version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/source.py:682(CallMethodItemSource)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/polys/agca/modules.py:1328(QuotientModuleElement)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_functorch/_aot_autograd/autograd_cache.py:284(CompiledBackward)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/printing/python.py:10(PythonPrinter)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/exc.py:307(KeyErrorMsg)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/email/_header_value_parser.py:659(Parameter)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/variables/script_object.py:13(_raise_hard_error_if_graph_break)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/core/parameters.py:7(_global_parameters)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/pandas/core/internals/managers.py:344(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/onnx/_internal/diagnostics/infra/_infra.py:50(PatchedPropertyBag)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/distributed/nn/jit/templates/remote_module_template.py:5(get_remote_module_template)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/plotting/series.py:28(IntervalMathPrinter)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/mpmath/calculus/extrapolation.py:728(cohen_alt_class)
        3    0.000    0.000    0.000    0.000 {method 'to_bytes' of 'int' objects}
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/http/client.py:1210(_encode_request)
        4    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/serialization.py:631(__enter__)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/onnx/_internal/diagnostics/_rules.py:148(_FxNodeToOnnx)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._dynamo.eval_frame.set_guard_error_hook}
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/utils/_device.py:61(DeviceContext)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/integrals/transforms.py:1165(SineTransform)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/strategies/rl.py:10(rm_id)
        6    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/cloudpickle/cloudpickle.py:829(<genexpr>)
        1    0.000    0.000    0.000    0.000 {method '_checkReadable' of '_io._IOBase' objects}
        5    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/core/basic.py:265(_hashable_content)
        4    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/email/feedparser.py:125(__iter__)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/solvers/diophantine/diophantine.py:1029(GeneralPythagorean)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/core/assumptions.py:497(getit)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/onnx/_internal/_exporter_legacy.py:78(ONNXFakeContext)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/core/traversal.py:64(preorder_traversal)
        3    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/typing_extensions.py:2602(dataclass_transform)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/sets/sets.py:2724(SetKind)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/legend.py:804(get_default_handler_map)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/matrices/expressions/dotproduct.py:6(DotProduct)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/backends/backend_agg.py:263(buffer_rgba)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/source.py:555(OptimizerSource)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/sets/ordinals.py:261(OrdinalOmega)
        4    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/backends/backend_agg.py:276(option_image_nocomposite)
        3    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/gymnasium/core.py:206(unwrapped)
        1    0.000    0.000    0.000    0.000 {method 'rfind' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/polys/polyutils.py:442(PicklableWithSlots)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/mpmath/calculus/optimization.py:15(Newton)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/onnx/_exporter_states.py:4(ExportTypes)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_higher_order_ops/utils.py:62(autograd_not_implemented)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_inductor/codecache.py:2923(TritonCodeCache)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/json/encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/plotting/series.py:1800(SurfaceBaseSeries)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/utils.py:3022(Lit)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/axes/_base.py:4062(set_navigate)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/glob.py:215(_ishidden)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/polys/agca/modules.py:1005(SubQuotientModule)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/polys/numberfields/modules.py:1746(ModuleHomomorphism)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/numpy/_core/multiarray.py:83(empty_like)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/eval_frame.py:978(ExportResult)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_utils.py:952(get_calls)
        8    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/cloudpickle/cloudpickle.py:830(<genexpr>)
        4    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/utils/_pytree.py:695(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/distributed/fsdp/_common_utils.py:110(_UninitializedDeviceHandle)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/mpmath/ctx_mp.py:1301(PrecisionManager)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/functions/special/hyper.py:29(TupleArg)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/plotting/series.py:1229(List2DSeries)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/artist.py:1105(get_zorder)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/variables/functions.py:391(WrappedUserMethodVariable)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/polys/orderings.py:137(InverseOrder)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/backend_bases.py:1694(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/triton/backends/nvidia/driver.py:352(CudaLauncher)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/utilities/timeutils.py:40(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/plotting/series.py:1608(Parametric2DLineSeries)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/mpmath/calculus/inverselaplace.py:4(InverseLaplaceTransform)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/triton/runtime/errors.py:14(OutOfResources)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/solvers/ode/single.py:1438(HomogeneousCoeffSubsDepDivIndep)
        4    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/axis.py:708(isDefault_minloc)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/onnx/_internal/_exporter_legacy.py:940(Exporter)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/tensor/array/sparse_ndim_array.py:104(ImmutableSparseNDimArray)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/variables/misc.py:1326(NullVariable)
